c_custkey,c_nationkey,c_acctbal,c_mktsegment,n_name,n_regionkey,o_orderpriority,o_totalprice,o_orderstatus
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,208887.16,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,67772.78,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,2-HIGH,179065.35,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,129989.34,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,3-MEDIUM,67134.0,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,5-LOW,235696.54,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,4-NOTSPECIFIED,156727.95,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,4-NOTSPECIFIED,197318.5,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,1-URGENT,226416.66,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,1-URGENT,51018.11,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,5-LOW,35783.34,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,1-URGENT,353068.16,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,5-LOW,172064.0,F
custkey_132938,nationkey_22,6498.55,AUTOMOBILE,RUSSIA,regionkey_3,1-URGENT,31118.52,F
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,3-MEDIUM,203518.96,O
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,4-NOTSPECIFIED,20231.63,F
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,3-MEDIUM,172754.12,O
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,3-MEDIUM,248900.82,O
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,3-MEDIUM,21117.35,O
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,3-MEDIUM,244572.77,F
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,1-URGENT,158408.67,O
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,2-HIGH,211041.64,F
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,2-HIGH,126659.57,F
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,2-HIGH,104636.82,F
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,4-NOTSPECIFIED,199210.08,O
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,5-LOW,316441.59,F
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,4-NOTSPECIFIED,205483.42,O
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,3-MEDIUM,124480.35,F
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,5-LOW,107202.41,F
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,3-MEDIUM,214336.33,O
custkey_131579,nationkey_1,4177.65,MACHINERY,ARGENTINA,regionkey_1,3-MEDIUM,109477.22,F
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,1-URGENT,82532.21,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,198143.35,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,231307.65,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,120689.21,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,84371.26,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,171348.62,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,5-LOW,290272.63,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,5-LOW,280964.32,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,122317.19,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,5-LOW,178024.63,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,270564.89,O
custkey_37180,nationkey_3,1.45,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,287888.01,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,2-HIGH,189115.7,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,5-LOW,180836.6,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,5-LOW,173629.73,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,1-URGENT,131371.19,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,1-URGENT,164906.94,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,2-HIGH,49287.15,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,2-HIGH,118145.45,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,4-NOTSPECIFIED,112120.56,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,4-NOTSPECIFIED,123295.44,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,2-HIGH,143149.0,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,5-LOW,121123.42,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,3-MEDIUM,80831.51,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,3-MEDIUM,247848.33,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,2-HIGH,116576.09,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,4-NOTSPECIFIED,95218.26,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,2-HIGH,263852.69,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,2-HIGH,234274.53,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,5-LOW,254111.34,O
custkey_87400,nationkey_3,112.8,BUILDING,CANADA,regionkey_1,4-NOTSPECIFIED,264794.97,O
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,2-HIGH,116824.46,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,3-MEDIUM,113503.78,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,2-HIGH,255375.33,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,4-NOTSPECIFIED,149867.1,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,4-NOTSPECIFIED,14605.47,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,3-MEDIUM,181716.42,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,3-MEDIUM,164818.91,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,4-NOTSPECIFIED,309040.93,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,4-NOTSPECIFIED,123844.09,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,3-MEDIUM,353865.06,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,4-NOTSPECIFIED,175173.03,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,3-MEDIUM,263914.92,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,1-URGENT,287500.27,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,2-HIGH,228754.69,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,2-HIGH,171495.11,F
custkey_20959,nationkey_7,5750.37,MACHINERY,GERMANY,regionkey_3,5-LOW,76066.44,F
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,1-URGENT,105008.23,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,5-LOW,245575.42,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,3-MEDIUM,213300.13,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,1-URGENT,172823.81,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,3-MEDIUM,121586.16,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,2-HIGH,121143.63,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,3-MEDIUM,158374.47,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,35370.81,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,3-MEDIUM,274242.68,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,1-URGENT,155629.36,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,2-HIGH,276148.66,O
custkey_104489,nationkey_24,2252.59,HOUSEHOLD,UNITEDSTATES,regionkey_1,5-LOW,244941.33,O
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,5-LOW,91832.04,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,5-LOW,230745.2,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,2-HIGH,333493.64,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,3-MEDIUM,19924.57,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,5-LOW,132529.33,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,42692.28,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,4-NOTSPECIFIED,191523.21,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,2-HIGH,76148.96,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,3-MEDIUM,124730.59,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,1-URGENT,208056.32,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,5-LOW,195139.07,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,3-MEDIUM,11939.67,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,2-HIGH,314785.24,F
custkey_1670,nationkey_23,8269.0,AUTOMOBILE,UNITEDKINGDOM,regionkey_3,5-LOW,147518.23,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,3-MEDIUM,60340.85,P
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,2-HIGH,110791.34,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,1-URGENT,239009.77,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,5-LOW,310425.89,O
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,3-MEDIUM,274193.63,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,3-MEDIUM,278451.62,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,2-HIGH,132739.39,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,3-MEDIUM,84654.38,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,2-HIGH,79579.27,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,1-URGENT,132827.29,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,1-URGENT,310175.93,P
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,5-LOW,352357.04,P
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,3-MEDIUM,169165.43,F
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,1-URGENT,111779.11,P
custkey_19693,nationkey_9,3514.34,FURNITURE,INDONESIA,regionkey_2,3-MEDIUM,117464.05,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,68600.28,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,260761.04,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,93563.08,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,109125.41,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,1-URGENT,117329.32,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,1-URGENT,131804.28,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,3-MEDIUM,178416.56,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,66217.13,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,260089.3,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,40292.85,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,214859.28,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,3-MEDIUM,198151.39,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,188150.2,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,29632.78,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,5-LOW,151725.64,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,264423.9,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,197251.93,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,203935.41,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,2-HIGH,111738.17,F
custkey_89759,nationkey_24,2140.41,BUILDING,UNITEDSTATES,regionkey_1,3-MEDIUM,349035.17,F
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,262359.21,P
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,1-URGENT,240206.08,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,23147.68,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,155324.72,P
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,5-LOW,242261.75,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,155513.31,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,183881.95,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,1-URGENT,165393.12,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,1-URGENT,82459.03,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,113546.73,P
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,135080.28,P
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,212532.86,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,3-MEDIUM,93426.99,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,301142.86,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,240362.91,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,4-NOTSPECIFIED,264019.13,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,1-URGENT,115368.19,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,5-LOW,221392.3,P
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,161101.74,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,8733.12,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,5-LOW,33588.65,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,5-LOW,157938.94,O
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,253350.03,P
custkey_121160,nationkey_3,5117.64,AUTOMOBILE,CANADA,regionkey_1,2-HIGH,232854.56,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,1-URGENT,320571.37,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,5-LOW,78059.99,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,5-LOW,224586.75,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,178598.99,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,215324.85,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,5-LOW,236862.51,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,163912.76,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,3-MEDIUM,64061.19,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,3-MEDIUM,165021.62,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,2-HIGH,74838.27,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,5-LOW,68361.42,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,1-URGENT,38596.66,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,5-LOW,254150.85,O
custkey_50308,nationkey_7,3577.34,HOUSEHOLD,GERMANY,regionkey_3,5-LOW,98709.62,O
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,2-HIGH,42629.28,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,3-MEDIUM,294634.25,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,3-MEDIUM,216702.45,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,5-LOW,23746.22,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,136741.89,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,5-LOW,296790.98,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,3-MEDIUM,81310.25,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,1-URGENT,97099.21,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,141855.42,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,3-MEDIUM,88986.49,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,54924.38,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,1-URGENT,161366.83,F
custkey_86047,nationkey_24,3683.53,AUTOMOBILE,UNITEDSTATES,regionkey_1,4-NOTSPECIFIED,22833.84,F
custkey_35437,nationkey_9,1305.31,BUILDING,INDONESIA,regionkey_2,2-HIGH,93660.22,F
custkey_35437,nationkey_9,1305.31,BUILDING,INDONESIA,regionkey_2,2-HIGH,233348.54,P
custkey_35437,nationkey_9,1305.31,BUILDING,INDONESIA,regionkey_2,4-NOTSPECIFIED,114882.13,O
custkey_35437,nationkey_9,1305.31,BUILDING,INDONESIA,regionkey_2,1-URGENT,102995.86,O
custkey_35437,nationkey_9,1305.31,BUILDING,INDONESIA,regionkey_2,3-MEDIUM,30639.41,F
custkey_35437,nationkey_9,1305.31,BUILDING,INDONESIA,regionkey_2,2-HIGH,100078.57,O
